Spirochaetes: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Lung Neoplasms, Mouth Neoplasms, Stomach Neoplasms, Breast Neoplasms, Ulcerative Colitis, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Prevotella sp. oral taxon 309: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Ulcerative Colitis, Breast Neoplasms, Stomach Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Prevotella sp. oral taxon 472: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Ulcerative Colitis, Breast Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Prevotella sp. oral taxon 473: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Ulcerative Colitis, Breast Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Simonsiella muelleri: Parkinson Disease, Colorectal Neoplasms, Mouth Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Ulcerative Colitis, Breast Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
SR1 bacterium oral taxon 875: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Ulcerative Colitis, Breast Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
TM7 phylum sp. oral taxon 348: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Ulcerative Colitis, Breast Neoplasms, Stomach Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
TM7 phylum sp. oral taxon 352: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Ulcerative Colitis, Breast Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Treponema putidum: Parkinson Disease, Colorectal Neoplasms, Mouth Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Ulcerative Colitis, Breast Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Blautia sp.: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Eggerthella lenta: Colorectal Neoplasms, Parkinson Disease, Lung Neoplasms, Alzheimer Disease, Mouth Neoplasms, Stomach Neoplasms, Ulcerative Colitis, Breast Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Acidiphilium: Colorectal Neoplasms, Mouth Neoplasms, Alzheimer Disease, Breast Neoplasms, Parkinson Disease, Ulcerative Colitis, Pancreatic Neoplasms, Lung Neoplasms, Crohn Disease, Stomach Neoplasms, Liver Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Atherosclerosis, Inflammatory Bowel Diseases, Hypertension
Butyrivibrio: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Mouth Neoplasms, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Intestinimonas: Colorectal Neoplasms, Parkinson Disease, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Mouth Neoplasms, Liver Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Paenibacillus: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Mouth Neoplasms, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Robinsoniella: Colorectal Neoplasms, Mouth Neoplasms, Alzheimer Disease, Breast Neoplasms, Parkinson Disease, Ulcerative Colitis, Pancreatic Neoplasms, Lung Neoplasms, Crohn Disease, Stomach Neoplasms, Liver Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Atherosclerosis, Inflammatory Bowel Diseases, Hypertension
Ruminiclostridium: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Lung Neoplasms, Mouth Neoplasms, Stomach Neoplasms, Breast Neoplasms, Ulcerative Colitis, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Tissierellaceae: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Mouth Neoplasms, Lung Neoplasms, Breast Neoplasms, Stomach Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Methylobacteriaceae: Colorectal Neoplasms, Alzheimer Disease, Mouth Neoplasms, Parkinson Disease, Lung Neoplasms, Breast Neoplasms, Pancreatic Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Phocaeicola coprocola: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Ulcerative Colitis, Alzheimer Disease, Breast Neoplasms, Lung Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Phocaeicola dorei: Colorectal Neoplasms, Mouth Neoplasms, Parkinson Disease, Alzheimer Disease, Breast Neoplasms, Ulcerative Colitis, Lung Neoplasms, Pancreatic Neoplasms, Crohn Disease, Stomach Neoplasms, Liver Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Phocaeicola massiliensis: Colorectal Neoplasms, Mouth Neoplasms, Alzheimer Disease, Parkinson Disease, Breast Neoplasms, Ulcerative Colitis, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Crohn Disease, Liver Neoplasms, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Blautia glucerasea: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Ulcerative Colitis, Alzheimer Disease, Breast Neoplasms, Lung Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Candidatus Stoquefichus massiliensis: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Ulcerative Colitis, Alzheimer Disease, Breast Neoplasms, Lung Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Catabacter: Colorectal Neoplasms, Mouth Neoplasms, Alzheimer Disease, Parkinson Disease, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Catabacter hongkongensis: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Ulcerative Colitis, Alzheimer Disease, Breast Neoplasms, Lung Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Dorea longicatena: Colorectal Neoplasms, Parkinson Disease, Lung Neoplasms, Stomach Neoplasms, Alzheimer Disease, Mouth Neoplasms, Liver Neoplasms, Ulcerative Colitis, Breast Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Lactobacillus mucosae: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Stomach Neoplasms, Ulcerative Colitis, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Papillibacter cinnamivorans: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Ulcerative Colitis, Alzheimer Disease, Breast Neoplasms, Lung Neoplasms, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Holdemanella biformis: Parkinson Disease, Colorectal Neoplasms, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Ulcerative Colitis, Breast Neoplasms, Stomach Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Lacrimispora saccharolytica: Parkinson Disease, Colorectal Neoplasms, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Breast Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Moraxellaceae: Colorectal Neoplasms, Parkinson Disease, Lung Neoplasms, Alzheimer Disease, Mouth Neoplasms, Stomach Neoplasms, Liver Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Negativicutes: Colorectal Neoplasms, Alzheimer Disease, Mouth Neoplasms, Parkinson Disease, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Alloprevotella: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Mouth Neoplasms, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Deinococcales: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Deinococci: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Stomach Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Erythrobacteraceae: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Stomach Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Hungatella: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Lung Neoplasms, Alzheimer Disease, Stomach Neoplasms, Ulcerative Colitis, Breast Neoplasms, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Lachnoanaerobaculum: Colorectal Neoplasms, Parkinson Disease, Stomach Neoplasms, Lung Neoplasms, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Liver Neoplasms, Breast Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Leptothrix: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Leuconostocaceae: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Stomach Neoplasms, Ulcerative Colitis, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Limnohabitans: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Massilia: Colorectal Neoplasms, Alzheimer Disease, Parkinson Disease, Mouth Neoplasms, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Pantoea: Colorectal Neoplasms, Parkinson Disease, Mouth Neoplasms, Alzheimer Disease, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Stomach Neoplasms, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Paracoccus: Colorectal Neoplasms, Parkinson Disease, Lung Neoplasms, Stomach Neoplasms, Mouth Neoplasms, Alzheimer Disease, Ulcerative Colitis, Liver Neoplasms, Breast Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Propionibacteriales: Colorectal Neoplasms, Mouth Neoplasms, Alzheimer Disease, Parkinson Disease, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Rhodobacteraceae: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Lung Neoplasms, Mouth Neoplasms, Stomach Neoplasms, Breast Neoplasms, Ulcerative Colitis, Liver Neoplasms, Pancreatic Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Celiac Disease, Head and Neck Neoplasms, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Rhodobacterales: Colorectal Neoplasms, Parkinson Disease, Alzheimer Disease, Mouth Neoplasms, Lung Neoplasms, Breast Neoplasms, Stomach Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Absidia: Colorectal Neoplasms, Mouth Neoplasms, Parkinson Disease, Alzheimer Disease, Ulcerative Colitis, Breast Neoplasms, Lung Neoplasms, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
Aerococcus: Colorectal Neoplasms, Mouth Neoplasms, Alzheimer Disease, Parkinson Disease, Lung Neoplasms, Breast Neoplasms, Ulcerative Colitis, Pancreatic Neoplasms, Stomach Neoplasms, Liver Neoplasms, Crohn Disease, Uterine Cervical Neoplasms, Thyroid Neoplasms, Urinary Bladder Neoplasms, Esophageal Neoplasms, Head and Neck Neoplasms, Celiac Disease, Inflammatory Bowel Diseases, Atherosclerosis, Hypertension
